,city,district,region,metro,adress,age_of_construction,rooms_in_flat,rooms_to_rent,apartment_layout,ceiling_height,restroom,bathroom,remont,window_view,floor_of_flat,height,to_metro,type_of_way,price,kitchen_size,room_size,building_age,share_in_flat,remont_scale,price_per_square
93,Москва,ЦАО,р-н Тверской,Чеховская,Страстной бульвар 4С3,1917.0,3.0,1.0,Изолированная,,1 раздельный,,Косметический,2.0,4.0,6.0,2.0,пешком,35000,10.0,22.0,104.0,0.3333333333333333,1,1590.909090909091
94,Москва,САО,р-н Головинский,Коптево,Онежская улица 16к4,1960.0,2.0,1.0,Изолированная,,1 совмещенный,Есть,Косметический,2.0,1.0,5.0,12.0,пешком,17000,6.0,10.0,61.0,0.5,1,1700.0
95,Москва,ЮЗАО,р-н Гагаринский,Университет,Ломоносовский проспект 14,1953.0,2.0,1.0,Изолированная,,1 раздельный,,Косметический,2.0,8.0,16.0,7.0,пешком,25000,8.0,14.0,68.0,0.5,1,1785.7142857142858
96,Москва,ЦАО,р-н Басманный,Электрозаводская,Семеновская набережная 3/1К4,1955.0,3.0,1.0,,,1 совмещенный,Есть,Косметический,2.0,8.0,10.0,3.0,пешком,25000,10.0,16.0,66.0,0.3333333333333333,1,1562.5
97,Москва,ЦАО,р-н Басманный,Курская,улица Чаплыгина 13/2,1927.0,4.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,2.0,6.0,10.0,пешком,33000,8.0,15.0,94.0,0.25,1,2200.0
98,Москва,ЮЗАО,р-н Гагаринский,Университет,Ломоносовский проспект 4К2,1958.0,3.0,1.0,Изолированная,3.0,1 раздельный,Есть,Евроремонт,2.0,4.0,8.0,15.0,пешком,25000,9.0,20.0,63.0,0.3333333333333333,2,1250.0
99,Москва,САО,р-н Головинский,Коптево,1-й Лихачевский переулок 4К3,1959.0,3.0,1.0,Изолированная,2.48,1 раздельный,Есть,Косметический,2.0,5.0,5.0,8.0,пешком,17000,7.0,9.0,62.0,0.3333333333333333,1,1888.888888888889
100,Москва,САО,р-н Головинский,Коптево,Солнечногорский проезд 3К1,1958.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,4.0,5.0,241.86831249999997,на транспорте,17000,12.0,20.0,63.0,0.3333333333333333,1,850.0
101,Москва,ЮАО,р-н Братеево,Алма-Атинская,Братеевская улица 39/12,1987.0,3.0,1.0,Изолированная,2.64,1 раздельный,,Евроремонт,2.0,1.0,14.0,9.0,пешком,18000,9.0,17.0,34.0,0.3333333333333333,2,1058.8235294117646
102,Москва,САО,р-н Савеловский,Дмитровская,4-й Вятский переулок 20,1958.0,3.0,2.0,,,1 совмещенный,Есть,Косметический,,2.0,5.0,14.0,пешком,20000,9.235539215686275,9.0,63.0,0.6666666666666666,1,2222.222222222222
103,Москва,ВАО,р-н Измайлово,Измайловская,3-я Прядильная улица 3,1960.0,3.0,2.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,1.0,5.0,15.0,пешком,20000,7.0,14.2,61.0,0.6666666666666666,1,1408.4507042253522
104,Москва,ВАО,р-н Измайлово,Измайловская,3-я Прядильная улица 3,1960.0,3.0,2.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,1.0,5.0,15.0,пешком,20000,7.0,19.2,61.0,0.6666666666666666,1,1041.6666666666667
105,Москва,ЦАО,р-н Пресненский,Белорусская,Васильевская улица 9,1959.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,3.0,8.0,8.0,пешком,22000,10.0,13.0,62.0,0.3333333333333333,1,1692.3076923076924
106,Москва,ЮАО,р-н Бирюлево Западное,Покровское,Медынская улица 2К1,1973.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,9.0,9.0,604.67078125,на транспорте,13000,9.0,10.0,48.0,0.3333333333333333,1,1300.0
107,Москва,ЮАО,р-н Орехово-Борисово Южное,Домодедовская,улица Генерала Белова 53К1,1979.0,3.0,1.0,Изолированная,2.48,1 совмещенный,Есть,Евроремонт,0.0,12.0,16.0,10.0,пешком,16000,12.0,16.0,42.0,0.3333333333333333,2,1000.0
108,Москва,ЮАО,р-н Чертаново Северное,Чертановская,Сумской проезд 8К1,1972.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,9.0,9.0,14.0,пешком,18000,8.0,19.0,49.0,0.3333333333333333,1,947.3684210526316
109,Москва,ЗАО,р-н Фили-Давыдково,Кунцевская,Кутузовский проспект 67К2,1960.0,2.0,1.0,Изолированная,3.7,1 раздельный,Есть,Косметический,2.0,5.0,5.0,5.0,пешком,22000,8.0,20.0,61.0,0.5,1,1100.0
110,Москва,СВАО,р-н Марьина роща,Марьина роща,Полковая улица 16,1997.0,2.0,1.0,Изолированная,,1 совмещенный,Есть,Евроремонт,2.0,6.0,15.0,11.0,пешком,21000,10.0,12.0,24.0,0.5,2,1750.0
111,Москва,ЗелАО,р-н Крюково,Крюково,мкр. 16-й к1601,1993.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,12.0,17.0,181.40123437499997,на транспорте,11000,10.0,15.0,28.0,0.3333333333333333,1,733.3333333333334
112,Москва,ЮАО,р-н Зябликово,Красногвардейская,Ореховый проезд 41,1976.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,15.0,16.0,12.0,пешком,18000,9.235539215686275,17.8,45.0,0.3333333333333333,1,1011.2359550561797
113,Москва,ЮВАО,р-н Печатники,Депо,улица Гурьянова 69К1,1990.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Евроремонт,,1.0,17.0,12.0,пешком,15000,10.0,18.0,31.0,0.5,2,833.3333333333334
114,Москва,ЗАО,р-н Дорогомилово,Парк Победы,Кутузовский проспект 45,1938.0,4.0,1.0,Изолированная,,1 раздельный,Есть,Евроремонт,,5.0,8.0,4.0,пешком,33000,9.235539215686275,27.0,83.0,0.25,2,1222.2222222222222
115,Москва,ЮАО,р-н Москворечье-Сабурово,Кантемировская,Кантемировская улица 22К1,1989.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,3.0,17.0,6.0,пешком,16000,10.0,12.0,32.0,0.3333333333333333,1,1333.3333333333333
116,Москва,ВАО,р-н Восточное Измайлово,Щелковская,Сиреневый бульвар 56,1967.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,1.0,3.0,9.0,15.0,пешком,15000,8.0,16.0,54.0,0.5,1,937.5
117,Москва,ЗАО,р-н Филевский парк,Фили,Новозаводская улица 2К8,1959.0,2.0,1.0,Изолированная,,1 совмещенный,Есть,Косметический,2.0,2.0,5.0,4.0,пешком,30000,25.0,25.0,62.0,0.5,1,1200.0
118,Москва,ЦАО,р-н Хамовники,Спортивная,улица Ефремова 21,1957.0,3.0,1.0,Изолированная,,,,Евроремонт,,1.0,5.0,3.0,пешком,27000,9.235539215686275,22.0,64.0,0.3333333333333333,2,1227.2727272727273
119,Москва,ЦАО,р-н Якиманка,Боровицкая,улица Серафимовича 2,1933.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,8.0,12.0,10.0,пешком,25000,20.0,18.0,88.0,0.3333333333333333,1,1388.888888888889
120,Москва,ЗАО,р-н Филевский парк,Багратионовская,Барклая улица 11,1962.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,1.0,5.0,2.0,пешком,18000,5.0,15.0,59.0,0.5,1,1200.0
121,Москва,ЮЗАО,р-н Теплый Стан,Теплый Стан,улица Теплый Стан 11К1,1974.0,3.0,1.0,Изолированная,,,Есть,Косметический,,5.0,16.0,10.0,пешком,18000,10.0,14.0,47.0,0.3333333333333333,1,1285.7142857142858
122,Москва,ЮАО,р-н Зябликово,Красногвардейская,Ореховый бульвар 49К2,1977.0,3.0,1.0,Смежная,2.64,1 раздельный,Есть,Косметический,2.0,3.0,9.0,3.0,пешком,13000,7.0,17.0,44.0,0.3333333333333333,1,764.7058823529412
123,Москва,ЦАО,р-н Басманный,Китай-город,улица Маросейка 9,1958.0,6.0,1.0,Изолированная,,2 раздельных,Есть,Евроремонт,,3.0,4.0,1.0,пешком,28000,20.0,13.0,63.0,0.16666666666666666,2,2153.846153846154
124,Москва,ЮАО,р-н Чертаново Южное,Аннино,Варшавское шоссе 160к3,2011.0,3.0,2.0,Изолированная,2.64,,Есть,Евроремонт,0.0,21.0,21.0,5.0,пешком,25000,9.235539215686275,21.0,10.0,0.6666666666666666,2,1190.4761904761904
125,Москва,СВАО,р-н Ростокино,Ботанический сад,Сельскохозяйственная улица 18К3,1993.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,,13.0,17.0,10.0,пешком,25000,9.235539215686275,20.0,28.0,0.3333333333333333,2,1250.0
126,Москва,ЗАО,р-н Кунцево,Молодежная,Рублевское шоссе 20К1,1994.0,3.0,1.0,Изолированная,,,Есть,Евроремонт,,13.0,16.0,15.0,пешком,30000,9.235539215686275,20.0,27.0,0.3333333333333333,2,1500.0
127,Москва,ЮАО,р-н Бирюлево Западное,Аннино,Востряковский проезд 13К2,1975.0,2.0,1.0,Изолированная,2.48,1 раздельный,Есть,Косметический,2.0,5.0,12.0,302.335390625,на транспорте,17000,10.0,15.0,46.0,0.5,1,1133.3333333333333
128,Москва,ЗАО,р-н Очаково-Матвеевское,Минская,Веерная улица 40К3,1958.0,3.0,1.0,,,,,Косметический,,1.0,5.0,362.80246874999995,на транспорте,23000,9.235539215686275,15.979064587973273,63.0,0.3333333333333333,1,1439.383380258133
129,Москва,ЦАО,р-н Пресненский,Белорусская,Большой Тишинский переулок 26к15-16,1957.0,3.0,1.0,Изолированная,3.0,1 совмещенный,,Косметический,,4.0,7.0,8.0,пешком,30000,9.0,13.0,64.0,0.3333333333333333,1,2307.6923076923076
130,Москва,ЗАО,р-н Фили-Давыдково,Кунцевская,Кутузовский проспект 67К2,1960.0,2.0,1.0,Изолированная,3.7,1 раздельный,Есть,Косметический,2.0,5.0,5.0,5.0,пешком,22000,8.0,20.0,61.0,0.5,1,1100.0
131,Москва,ВАО,р-н Северное Измайлово,Щелковская,15-я Парковая улица 46К9,1964.0,3.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Косметический,2.0,5.0,5.0,241.86831249999997,на транспорте,16000,6.0,12.0,57.0,0.3333333333333333,1,1333.3333333333333
132,Москва,ВАО,р-н Вешняки,Выхино,Снайперская улица 11,1970.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,1.0,9.0,10.0,пешком,18000,8.0,20.0,51.0,0.3333333333333333,1,900.0
133,Москва,ЮВАО,р-н Люблино,Люблино,Белореченская улица 12,2004.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,1.0,11.0,17.0,5.0,пешком,20000,8.0,20.0,17.0,0.5,1,1000.0
134,Москва,ЮВАО,р-н Южнопортовый,Кожуховская,6-я Кожуховская улица 18к1,1958.0,3.0,1.0,Изолированная,3.0,1 раздельный,Есть,Евроремонт,2.0,5.0,5.0,10.0,пешком,22000,10.0,22.0,63.0,0.3333333333333333,2,1000.0
135,Москва,ЦАО,р-н Красносельский,Сухаревская,Ананьевский переулок 5С7,1932.0,3.0,1.0,Изолированная,,1 совмещенный,Есть,Дизайнерский,,2.0,4.0,3.0,пешком,35000,9.235539215686275,18.0,89.0,0.3333333333333333,3,1944.4444444444443
136,Москва,ЮЗАО,р-н Коньково,Коньково,улица Академика Капицы 26К3,1958.0,3.0,1.0,,,1 раздельный,Есть,Косметический,,14.0,17.0,8.0,пешком,15000,10.0,17.0,63.0,0.3333333333333333,1,882.3529411764706
137,Москва,ЗАО,р-н Проспект Вернадского,Проспект Вернадского,улица Лобачевского 78,1962.0,2.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Косметический,,2.0,5.0,12.0,пешком,16000,6.5,18.0,59.0,0.5,1,888.8888888888889
138,Москва,САО,р-н Западное Дегунино,Ховрино,улица Маршала Федоренко 10К1,1982.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,0.0,1.0,16.0,10.0,пешком,15000,8.0,12.0,39.0,0.3333333333333333,1,1250.0
139,Москва,СВАО,р-н Бибирево,Бибирево,Мурановская улица 4,1975.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,5.0,12.0,10.0,пешком,15000,8.0,12.0,46.0,0.3333333333333333,1,1250.0
140,Москва,СВАО,р-н Свиблово,Свиблово,улица Амундсена 5,1958.0,3.0,1.0,,,,,Косметический,,1.0,5.0,8.0,пешком,15000,9.235539215686275,15.979064587973273,63.0,0.3333333333333333,1,938.7282914726954
141,Москва,ЮВАО,р-н Южнопортовый,Пролетарская,3-й Крутицкий переулок 13,1958.0,2.0,1.0,,,,Есть,Косметический,,5.0,12.0,2.0,пешком,24000,9.0,18.0,63.0,0.5,1,1333.3333333333333
142,Москва,НАО (Новомосковский),м. Коммунарка,Коммунарка,Эдальго мкр 7,2012.0,3.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Дизайнерский,1.0,20.0,27.0,19.0,пешком,22000,20.0,20.0,9.0,0.3333333333333333,3,1100.0
143,Москва,ЮВАО,р-н Лефортово,Авиамоторная,3-я Кабельная улица 2,1930.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,4.0,5.0,7.0,пешком,18000,8.0,14.0,91.0,0.3333333333333333,1,1285.7142857142858
144,Москва,ЮВАО,р-н Печатники,Печатники,Шоссейная улица 19к3,1969.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,3.0,9.0,9.0,пешком,16000,8.0,14.0,52.0,0.3333333333333333,1,1142.857142857143
145,Москва,САО,р-н Головинский,Коптево,Кронштадтский бульвар 30К3,1958.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,3.0,12.0,14.0,пешком,20000,7.0,12.0,63.0,0.3333333333333333,1,1666.6666666666667
146,Москва,ЮАО,р-н Царицыно,Царицыно,Ереванская улица 16К5,1958.0,2.0,1.0,,,,Есть,Косметический,,4.0,5.0,5.0,пешком,19000,8.0,19.0,63.0,0.5,1,1000.0
147,Москва,СВАО,р-н Отрадное,Отрадное,улица Мусоргского 9,1975.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Дизайнерский,,7.0,9.0,14.0,пешком,28000,9.235539215686275,12.0,46.0,0.3333333333333333,3,2333.3333333333335
148,Москва,САО,р-н Ховрино,Ховрино,улица Дыбенко 36К1,1958.0,3.0,1.0,,,,Есть,Евроремонт,,16.0,17.0,3.0,пешком,22000,14.0,17.0,63.0,0.3333333333333333,2,1294.1176470588234
149,Москва,СВАО,р-н Отрадное,Отрадное,Юрловский проезд 7,1974.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,9.0,9.0,11.0,пешком,18000,9.0,13.0,47.0,0.3333333333333333,1,1384.6153846153845
150,Москва,НАО (Новомосковский),м. Рассказовка,Рассказовка,улица Летчика Ульянина 3А,1958.0,2.0,1.0,,,1 совмещенный,Есть,Евроремонт,,9.0,13.0,181.40123437499997,на транспорте,21000,10.0,18.0,63.0,0.5,2,1166.6666666666667
151,Москва,ЮЗАО,р-н Коньково,Коньково,улица Островитянова 35А,1978.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,0.0,6.0,17.0,7.0,пешком,24000,15.0,14.0,43.0,0.5,1,1714.2857142857142
152,Москва,ЮАО,р-н Братеево,Алма-Атинская,Паромная улица 7К3,1958.0,2.0,1.0,,,1 раздельный,Есть,Косметический,,7.0,14.0,6.0,пешком,20000,9.0,18.0,63.0,0.5,1,1111.111111111111
153,Москва,СВАО,р-н Марфино,Владыкино,Ботаническая улица 14А,1961.0,2.0,1.0,Изолированная,,1 совмещенный,Есть,Косметический,2.0,5.0,5.0,2.0,пешком,16000,6.0,11.0,60.0,0.5,1,1454.5454545454545
154,Москва,СВАО,р-н Алексеевский,Алексеевская,проспект Мира 118,1955.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,9.0,10.0,5.0,пешком,25000,8.0,16.0,66.0,0.5,1,1562.5
155,Москва,ВАО,р-н Преображенское,Преображенская площадь,Просторная улица 6,1971.0,2.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Дизайнерский,2.0,7.0,9.0,11.0,пешком,20000,7.0,20.0,50.0,0.5,3,1000.0
156,Москва,ВАО,р-н Преображенское,Преображенская площадь,Просторная улица 6,1971.0,2.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Дизайнерский,1.0,7.0,9.0,7.0,пешком,23000,7.0,20.0,50.0,0.5,3,1150.0
157,Москва,САО,р-н Головинский,Коптево,Онежская улица 25,1966.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,4.0,5.0,181.40123437499997,на транспорте,14000,7.0,17.0,55.0,0.3333333333333333,1,823.5294117647059
158,Москва,ЮВАО,р-н Кузьминки,Кузьминки,Волгоградский проспект 140К1,1961.0,2.0,1.0,,2.64,1 совмещенный,Есть,Косметический,2.0,4.0,5.0,15.0,пешком,15000,6.0,14.0,60.0,0.5,1,1071.4285714285713
159,Москва,САО,р-н Восточное Дегунино,Дегунино,Керамический проезд 47К2,1993.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,1.0,17.0,9.0,пешком,18000,9.0,12.0,28.0,0.5,1,1500.0
160,Москва,СВАО,р-н Бибирево,Алтуфьево,улица Лескова 20,1980.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,1.0,12.0,12.0,пешком,16000,9.0,15.0,41.0,0.3333333333333333,1,1066.6666666666667
161,Москва,ВАО,р-н Соколиная гора,Соколиная гора,улица 5-я Соколиной Горы 27,1982.0,2.0,1.0,Изолированная,2.48,1 раздельный,Есть,Косметический,2.0,6.0,16.0,4.0,пешком,18000,9.0,16.0,39.0,0.5,1,1125.0
162,Москва,ЮАО,р-н Зябликово,Шипиловская,Шипиловская улица 54К1,1976.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,12.0,16.0,3.0,пешком,15000,10.0,14.0,45.0,0.3333333333333333,1,1071.4285714285713
163,Москва,ЮВАО,р-н Выхино-Жулебино,Рязанский проспект,Рязанский проспект 60,1958.0,3.0,1.0,,,,,Косметический,,1.0,5.0,6.0,пешком,16000,9.235539215686275,15.979064587973273,63.0,0.3333333333333333,1,1001.3101775708751
164,Москва,ЦАО,р-н Красносельский,Красносельская,Ольховская улица 19,1984.0,3.0,1.0,Изолированная,,1 совмещенный,Есть,Дизайнерский,,2.0,9.0,9.0,пешком,35000,9.235539215686275,15.0,37.0,0.3333333333333333,3,2333.3333333333335
165,Москва,СВАО,р-н Бибирево,Алтуфьево,улица Корнейчука 16,1977.0,4.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,,1.0,12.0,17.0,пешком,16000,10.0,16.0,44.0,0.25,1,1000.0
166,Москва,ЗАО,р-н Тропарево-Никулино,Юго-Западная,проспект Вернадского 91К2,1968.0,3.0,1.0,Изолированная,2.64,1 совмещенный,,Дизайнерский,,9.0,9.0,11.0,пешком,29000,9.235539215686275,11.0,53.0,0.3333333333333333,3,2636.3636363636365
167,Москва,ЦАО,р-н Замоскворечье,Павелецкая,Стремянный переулок 9,1978.0,3.0,1.0,Изолированная,,1 совмещенный,,Дизайнерский,,4.0,9.0,4.0,пешком,10000,9.0,18.0,43.0,0.3333333333333333,3,555.5555555555555
168,Москва,САО,р-н Савеловский,Гражданская,Петровско-Разумовский проезд 22К6,1957.0,4.0,1.0,Изолированная,,2 раздельных,,Косметический,2.0,1.0,5.0,13.0,пешком,16000,10.0,16.0,64.0,0.25,1,1000.0
169,Москва,ЦАО,р-н Пресненский,Улица 1905 года,Шмитовский проезд 12,1929.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,3.0,5.0,15.0,пешком,15000,7.0,10.0,92.0,0.3333333333333333,1,1500.0
170,Москва,САО,р-н Восточное Дегунино,Бескудниково,Дубнинская улица 26К4,1978.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Дизайнерский,,1.0,9.0,10.0,пешком,26000,9.235539215686275,9.0,43.0,0.5,3,2888.8888888888887
171,Москва,ЮВАО,р-н Южнопортовый,Дубровка,6-я Кожуховская улица 10,1967.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,1.0,9.0,9.0,7.0,пешком,15000,6.7,10.1,54.0,0.5,2,1485.1485148514853
172,Москва,ЮАО,р-н Чертаново Центральное,Пражская,улица Красного Маяка 13АК6,1958.0,2.0,1.0,Изолированная,,1 совмещенный,Есть,Косметический,2.0,1.0,9.0,17.0,пешком,12000,7.0,12.0,63.0,0.5,1,1000.0
173,Москва,СВАО,р-н Бибирево,Алтуфьево,Мурановская улица 7,1975.0,2.0,1.0,Изолированная,2.5,1 раздельный,Есть,Евроремонт,2.0,2.0,12.0,8.0,пешком,17000,8.0,15.0,46.0,0.5,2,1133.3333333333333
174,Москва,ВАО,р-н Гольяново,Щелковская,Щелковское шоссе 85К2,1969.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,3.0,5.0,16.0,пешком,18000,6.0,20.0,52.0,0.5,1,900.0
175,Москва,ЮЗАО,р-н Теплый Стан,Теплый Стан,улица Генерала Тюленева 13,1974.0,3.0,1.0,Изолированная,2.48,1 совмещенный,Есть,Косметический,,6.0,12.0,181.40123437499997,на транспорте,20000,13.0,18.0,47.0,0.3333333333333333,1,1111.111111111111
176,Москва,ЮВАО,р-н Нижегородский,Калитники,Смирновская улица 3,1975.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,9.0,12.0,9.0,пешком,20000,8.0,20.0,46.0,0.5,1,1000.0
177,Москва,ЦАО,р-н Тверской,Белорусская,1-я Тверская-Ямская улица 26,1958.0,3.0,1.0,,,1 раздельный,Есть,Евроремонт,,5.0,9.0,4.0,пешком,22000,12.0,16.0,63.0,0.3333333333333333,2,1375.0
178,Москва,ЗАО,р-н Очаково-Матвеевское,Славянский бульвар,Веерная улица 3К1,1967.0,2.0,1.0,Изолированная,2.5,1 раздельный,Есть,Евроремонт,,3.0,9.0,423.26954687499995,на транспорте,15000,7.0,14.0,54.0,0.5,2,1071.4285714285713
179,Москва,ЮВАО,р-н Южнопортовый,Автозаводская,улица Трофимова 18,1967.0,4.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,0.0,1.0,16.0,9.0,пешком,16000,8.0,12.0,54.0,0.25,1,1333.3333333333333
180,Москва,СЗАО,р-н Щукино,Щукинская,улица Рогова 19,1962.0,2.0,1.0,Изолированная,2.48,1 совмещенный,Есть,Косметический,2.0,4.0,5.0,19.0,пешком,14000,8.0,11.0,59.0,0.5,1,1272.7272727272727
181,Москва,ЮЗАО,р-н Обручевский,Беляево,улица Саморы Машела 8к3,2003.0,6.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,1.0,10.0,22.0,20.0,пешком,12000,7.0,7.0,18.0,0.16666666666666666,2,1714.2857142857142
182,Москва,САО,р-н Войковский,Войковская,Ленинградское шоссе 21,1940.0,3.0,1.0,Изолированная,,1 совмещенный,Есть,Косметический,,2.0,8.0,2.0,пешком,20000,10.0,14.0,81.0,0.3333333333333333,1,1428.5714285714287
183,Москва,ЮЗАО,р-н Северное Бутово,Бульвар Дмитрия Донского,улица Грина 3К1,1988.0,3.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Евроремонт,2.0,9.0,17.0,6.0,пешком,18000,9.0,20.0,33.0,0.3333333333333333,2,900.0
184,Москва,ЗАО,р-н Можайский,Кунцевская,улица Петра Алексеева 5,1958.0,2.0,1.0,,,1 совмещенный,Есть,Косметический,,7.0,9.0,20.0,пешком,17000,6.0,15.0,63.0,0.5,1,1133.3333333333333
185,Москва,ЗАО,р-н Тропарево-Никулино,Юго-Западная,проспект Вернадского 113,1970.0,3.0,1.0,,,1 раздельный,Есть,Евроремонт,2.0,1.0,16.0,5.0,пешком,24000,10.0,18.0,51.0,0.3333333333333333,2,1333.3333333333333
